,,,,,,,,,,,,,,,,,,,,,,,,,,,RNASE6,CDKN2AIP,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,TRIM71,RIPK2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,RPL21P44,C4orf46,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,ASGR1,FRMD8,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,IRX6,GNPNAT1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LOC100129940,PTPN2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LOC101927055,PYCRL,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LINC00266-3,SOCS5,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,ANKRD18DP,ENOX2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LOC100129055,FAM89B,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,FRY-AS1,SLC39A13,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,RPL31P11,DRAP1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,EFCC1,PIGT,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,RTP5,RDH14,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,SP8,FBXO25,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,MIR1302-3,RNF7,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,UMODL1,MORF4L2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,PDE1A,MRPL14,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,CHGA,TRAM1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HILS1,STYXL1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,OTUD7A,SPRYD4,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,CLPSL1,H6PD,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,FAM198A,PPP1CB,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,SHC3,IER2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,CER1,ANKRD42,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,BCRP2,PHLDB3,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LPPR3,USP14,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,NIM1K,LEPROT,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LINC01363,THAP6,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,FOXO6,C17orf89,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LRRTM2,SUN2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,CALCB,MIR635,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LOC401286,TGDS,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,KBTBD11,PNPLA2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,RIC3,TDP2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,KCNJ16,ATF1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,TRIM9,MITD1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,TG,IBTK,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,TSPAN11,MESDC2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LINC00443,CCDC85C,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN2,TRIM16L,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LMX1B,FAM189B,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,MARVELD3,SPIN4,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,GBX2,SEC14L1P1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,C6orf118,BICD2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,DMTN,SLC30A6,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LOC102467147,FAM98A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,RIIAD1,DAG1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,PLLP,SEC61B,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,SEMA5A,PRKCI,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HAVCR2,KRR1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,CACNA1D,PRDX6,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HFM1,PPDPF,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,SHF,TCEAL8,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,OTP,CALCOCO2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HSD17B13,PITRM1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,CHRDL1,DDX10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LOC100132781,ZFAND5,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LINC00950,ATP5EP2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,SLC25A53,C10orf12,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,TMIGD2,COMMD1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,RHOXF1,DHRS1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,F7,CIB1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,PPP1R14C,PRKAA1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LOC101929380,OXSR1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LINC00575,STT3A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN1,CHORDC1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,UNC79,YWHAZ,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,AZU1,MGAT4B,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,ARHGAP20,PSMA1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,FGF14-IT1,POFUT2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,SLC38A3,MYD88,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,CCR1,STT3B,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,ATP1B2,NDUFB2-AS1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LOC644285,SLC16A13,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,AP3B2,AP4E1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,DGKB,SWI5,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,TMEM255A,RIPK1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,IL12A-AS1,GOLT1B,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,CCDC26,TMEM263,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LOC101927666,ZW10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,AGBL5-AS1,GMPPB,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,NCALD,DERL1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,FMO2,IDE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,CXorf36,TBC1D10A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,DSCAM,SDF2L1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,INHBB,LOC389247,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LOC100996654,BTN2A1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,EFNA3,OSTM1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,DSCAML1,SAV1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,RIMS2,PTCD2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LOC285847,NUMB,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,ZSWIM5,MMADHC,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,CYP3A43,SNAP23,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,FAT3,C6orf106,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,OACYLP,RYBP,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,SNCAIP,CDCA4,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,GOLGA8S,LAMP2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,RNY1,MIR7641-2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,MGAT4A,EIF2S3,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,GALR1,TMOD3,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,KCNJ11,ARSB,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,MLIP,BCAR1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,GPR25,GBA,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,FAM222A,DEPDC1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,TCTE1,AUTS2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LINC01412,MAGT1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,PACRG-AS1,TWF2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,KCND3,CSTB,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LOC643355,NPIPB11,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LOC100507661,UFM1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,KCNK4,SLC9A1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LOC100129620,DNAJC30,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,PAQR9-AS1,UBE2J1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,PODXL2,FKBP7,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,MIR3671,MESDC1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,TMPRSS5,CEBPZOS,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LOC100129924,RRP36,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,TAC3,SMIM10L1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,NECAB1,OTUD7B,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,TEKT2,TMED3,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,MYL3,FBXL4,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LOC149950,DBNL,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,SLC2A13,ZPR1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,PAK7,TMED9,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,MIR6820,FANCB,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,PTENP1-AS,GGCX,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,NGB,CHIC1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,NOL4,SLC35D1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,GPR162,QPCTL,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,DNAI2,PDLIM2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,NFIA,EXT2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LINC01003,USO1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,FBXL16,CD83,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,MORN5,TARS,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,FBXW12,TBL1X,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,PRSS55,LIPT2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,VSIG10L,PDIA3P1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,COLCA1,PLA2G15,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,GAS2L2,KLF7,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,CACNA2D2,LINC00883,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,GRIK4,ENTPD6,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,KCNG2,SEMA4F,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,NKX3-2,KTN1-AS1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,RIMS3,ARL1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,MT3,ERP44,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,C19orf57,PXK,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,MIR943,SMIM15,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,IGDCC3,TNFRSF1A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,GAB2,CREBL2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,MIR6132,MRPS10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,SDK2,TJP2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,BCL7A,GNG12,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HOXA13,LINC01420,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,ST3GAL6-AS1,SLC2A4RG,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,TBC1D28,TSC22D2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,FAM221B,STX7,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,RYR3,EIF4EBP1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,OR7D2,TMCO3,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,TEX14,UTP14A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,DOC2A,ZNF622,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,NOVA1,RIBC1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,TFR2,UHRF2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,C2CD4C,DNAJC25,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,FAM69C,CC2D1B,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,PALM,RHOG,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LMTK3,KDELC2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,RAPGEF4,UBAC2-AS1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LOC100505921,CEP70,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,ATP2C2,FUCA2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,RAB3B,FTSJ1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,C16orf96,DNAJC10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,SLCO4A1-AS1,KIAA0368,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,ZBTB16,FAM103A1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,FGFR3,FGD6,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LY6H,ZFYVE19,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,NKX2-2,TBC1D23,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,NKPD1,TGFB1I1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,PCDHB6,HSPA1B,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LOC101927051,C8orf58,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,EGR3,DPP9,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,GS1-259H13.2,SLC35C1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,SERINC2,PPAP2A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,PRIMA1,IPO4,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,EMILIN3,TPCN2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,TMEM121,PDIA3,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,FAM89A,STK38L,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,P2RY1,E2F8,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,RAB3IP,ATG5,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,RALGPS1,TMEM214,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,MEIS1-AS3,COPS2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HOTTIP,OBFC1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LOC102723701,LHFP,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,CCDC144CP,MED8,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,CTB-178M22.2,TMF1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,MIR4458HG,AAGAB,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,TMEM72-AS1,GGH,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,GRIA3,SHCBP1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,AKNAD1,SFXN2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,TLE6,NQO2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,TEKT1,DCUN1D3,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,TSPAN33,TCF19,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,ZMAT4,ERGIC2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,MGC45922,ABCC4,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,FAM107B,PAQR7,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,MARK1,PPP1R18,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,SMPD3,LRRC56,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,SYT17,SMPD1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,SOX9-AS1,HCCS,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HBZ,TRIM25,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HES4,LLPH,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,SCNN1G,BAK1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,AZGP1,POMP,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,MYCL,HSP90B1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,PCDHB4,MAP7D3,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,CES3,ST3GAL4,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,GLT1D1,TESK2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,CABP1,NLRX1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LINC01353,TRAK2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,IFT74-AS1,SLX4IP,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LOC400927-CSNK1E,WHAMM,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,ACAP3,ZNFX1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,NXF5,PLEKHA1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIT1,PLEKHA8P1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,S1PR5,PTCD1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,RGPD1,SERINC3,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,PACSIN1,DTX2P1-UPK3BP1-PMS2P11,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,KANK3,SURF4,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LHFPL4,MYDGF,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,ELOVL2,TGFB1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,DACT3-AS1,RPF2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,DACT3,AP3S1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,GPR155,TLDC1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,MZB1,SLK,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HAVCR1,NRBF2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,SLC47A2,MAPKAPK3,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LOC101928134,DISP1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,SLC38A8,HTRA1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LINC01260,COPB1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,RAB6B,SPTY2D1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,KCNQ3,BET1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,MUC19,BET1L,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,PPFIBP2,WTAP,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,C5orf64,OTUD4,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,GABRQ,NFKBIE,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,GP6,BNIP2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,ANOS1,MSN,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,PON3,GLRX2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,GPR179,ABCC2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,RTN1,LIMK1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LOC102723344,INO80C,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,FAM101A,ACTB,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,PHKG1,PVR,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,PLEKHH1,ARPC5,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,GPC2,RAPH1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,ABHD17C,EIF6,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,C8orf86,ZDHHC20,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,C1orf115,MANF,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,BEAN1-AS1,PINK1-AS,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,DPYSL5,SNORD101,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,MIR4520-2,IFRD2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LINC00844,SIX4,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LOC101929613,TFE3,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,SLC9B1,KIAA0930,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,SMA5,HDAC9,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,POU3F3,PDIA5,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,MANEAL,TMTC3,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,ERBB4,PHLDA1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LOC102724699,PGRMC1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,CDH15,CLN5,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,SEMA6D,WDR45,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LOC100507006,SWAP70,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,MIR3122,ARFRP1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LOC100131347,SRF,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,PIK3IP1-AS1,PFKP,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,KCNH3,DDX26B,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,PALM3,NUDCD1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,ACOT6,AMOTL1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LINC00371,YARS2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,RFTN2,CAPN1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,GABBR2,KLHL21,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,SEC1P,ANO10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,SHC2,SLMAP,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,CPNE4,CD151,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,LAMP5,EFHD2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,KLRG1,TCTA,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,PAG1,FAM91A1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,VASH1,PTPRJ,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,TPTE2,BRCC3,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,NTRK2,CALR,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,TMEM74B,RPS10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,BAALC-AS1,PSMD12,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,PMFBP1,MICAL3,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,SNTB1,NACC2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,CAMSAP3,CHSY1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,RAB3A,LRRIQ3,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,MLK7-AS1,SSFA2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,PNMA3,AP1S2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,C1QTNF3,RCAN1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,PPP1R42,REEP3,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,MMP16,DST,,,,,,,
